,parent_company_name,total_air_pollutants_kg
11432,"GAAR, S.C.",13200.0
11433,GABRIEL RODRÍGUEZ MARTÍN,22800.0
11434,GAEC 2J ORVAIN ,11000.0
11435,GAEC DE L'ORME,19300.0
11436,GAEC DE LA PASSERELLE,11000.0
11437,GAEC DE ROOVER,32900.0
11438,GAEC DU PUECH DE GOLINHAC,12900.0
11439,GAEC LA GUILBAUDIERE,14300.0
11440,GAEC LE MANOIR,14100.0
11441,GAEC LES PRELIONS,30000.0
11442,GAEC LUMINEAU,10500.0
11443,GAEC SIMONIN VERNADEL,16700.0
11444,GALAD DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU KIKINDA,144000.0
11445,GALVA 08,550.0
11446,GALVANISATION DE L'ARTOIS,445.0
11447,"GALVANIZADOS OLAIZOLA, S.A.",540.0
11448,"GAMESA ENERGY TRANSMISION, S.A.U.",0.3
11449,"GANADERA EL CIGÜEÑAL, S.L.",40000.0
11450,"GANADERA LA TOVA, S.L.",29000.0
11451,GANADERA SIERRA DE LUNA S.L.,24000.0
11452,GANADERIA CANOVAS BALLESTER S.L,30200.0
11453,"GANADERIA RIBAS, S.L.",14400.0
11454,"GANADEROS ESCOLÁSTICOS EL CAMPILLO, S.L.",105000.0
11455,"GANADERÍA DACOSTA, SC",17500.0
11456,"GANADERÍA GARCÍA-PENERBOSA, SC",19000.0
11457,GANADOS BELMOL S.C.,20800.0
11458,GANADOS BERNARDINO CARRASCO S.L,16000.0
11459,"GANADOS BIPORTA, S.L.",25000.0
11460,"GANADOS CABALLERA,SL",12300.0
11461,"GANADOS CARRION, S.L.",10600.0
11462,GANADOS CERVERA EJARQUE S.L.,15000.0
11463,GANADOS CINTORA S.L.,27300.0
11464,"GANADOS ELÍAS, S.L.",30500.0
11465,GANADOS FOMPEDRAZA,12500.0
11466,"GANADOS GALERA OLLER, S.L.",21000.0
11467,GANADOS GARSÁN S.L.,12700.0
11468,"GANADOS GILI, SA",189700.0
11469,GANADOS GRACIA S.L.,10600.0
11470,"GANADOS LA CORRALINA, S.L.U.",12800.0
11471,GANADOS LAJARA S.L.,24200.0
11472,"GANADOS MUÑOZ IGLESIAS, S.L.",19700.0
11473,"GANADOS PANDI, S.L.",12700.0
11474,"GANADOS PIRLA, S L",10400.0
11475,GANADOS SELECTOS MORELLA,13800.0
11476,"GANADOS VILLAMARÍA, S.L.",17500.0
11477,"GANAGREX, SLU.",10300.0
11478,GANAHER,36900.0
11479,"GANICAM, S.L.",10500.0
11480,"GAPORCI, S.L",32800.0
11481,GARCIA CROSANTO,33900.0
11482,GARCIA DURÁ S.C.,11200.0
11483,"GARCIA GUTIERREZ, MARIA JOSE",18000.0
11484,"GARCÍA LOZANO, FÉLIX",19700.0
11485,"GARCÍA MOLINERO, JOSÉ SATURNINO",15600.0
11486,GARCÍA PRIM S.L.,18000.0
11487,"GARCÍA VALDEMORO, LUIS FERNANDO",13600.0
11488,GARNICA,123146000.0
11489,"GARRIGA I MASANA, JOAN",17000.0
11490,GAS Y ELECTRICIDAD GENERACIÓN,3118867898.6
11491,GASCOGNE PAPIER,1700900.0
11492,GASPAR SANCHEZ PARRA,23700.0
11493,GAZEL ENERGIE GENERATION,1893003600.0
11494,GCF Hillier and Sons,14588.2
11495,"GE PLASTICS DE ESPAÑA, S. COM. POR A.",0.0003
11496,GEK TERNA GROUP ENGIE GROUP QATAR PETROLEUM GROUP,602139000.0
11497,GEKAL Buchs,154000000.0
11498,"GENERACIÓN ELÉCTRICA PENINSULAR, S.A.",1002302084.7
11499,"GENERAL D'OLIS I DERIVATS, S.L.",22600.0
11500,GENERIS,106000000.000317
11501,GENFARM Sp. z o.o,14500.0
11502,GENOVEVA FERNÁNDEZ GARCÍA,14800.0
11503,"GENSANA S.XXI, S.L.",163900.0
11504,GENZYME FLANDERS,365.0
11505,"GENÉTICA EL BARDAL, S.A.",29800.0
11506,GERARDO DE LUCAS,142400.0
11507,"GERDAU ACEROS ESPECIALES EUROPA, S.L.",246812.3
11508,"GERMANS ALCIRA, C.B.",17000.0
11509,GERMANS CASTELL XX SL,36400.0
11510,"GERMANS LLEIXA COLOME, C.B.",13600.0
11511,"GERMANS SUNYER RAMS, SAT",46200.0
11512,"GERMANS VILADÉS, SCP",11300.0
11513,GERMÁN TABERNERO GARRIDO,12500.0
11514,"GESCASER, S.A.",63300.0
11515,"GESTIO AGRICOLA I RAMADERA DEL PALLARS, S.L.",10000.0
11516,"GESTION DE RESIDUOS HUESCA, S.A.",516000.0
11517,GEVAG Trimmis,121000000.0
11518,GEVAL,496000.0
11519,"GIL IGLESIAS JUAN MANUEL Y OTRAS, S.C.",28400.0
11520,GILLES LAZAR,142000000.0
11521,GINES GONZALEZ GARCIA Y OTRA,15800.0
11522,GINES VALERA GARCÍA,19500.0
11523,"GINPIG SERVICE, SL",14900.0
11524,GIVAUDAN LAVIROTTE,275000.0
11525,GLAXOSMITHKLINE BIOLOGICALS SA,433.0
11526,GLAXOSMITHKLINE BIOLOGICALS sa,189.0
11527,"GLOBAL STEEL WIRE, S.A.",485.0
11528,"GLOBALPORC, S.L.",21400.0
11529,GN Triova ApS,12987.0
11530,GNI (Uk) Limited,392000.0
11531,GOLDEN EGGS S.L.,14600.0
11532,"GOMEZ ANCIANO, VIRGINIA",17200.0
11533,"GONAGU,S.L.",10300.0
11534,GONZALO SORIA LÓPEZ,36100.0
11535,GOSPODARSTWO ROLNE ALOJZY SZCZUPAK,18900.0
11536,GOSPODARSTWO ROLNE ANNA FRISCHKE-SZULC,13800.0
11537,GOSPODARSTWO ROLNE MARCIN ANDRZEJ ŚLIWIŃSKI,10600.0
11538,GOSPODARSTWO ROLNE NOWIŃSKI KAZIMIERZ,13700.0
11539,GOSPODARSTWO ROLNE RAFAŁ NOWIŃSKI,10000.0
11540,GOSPODARSTWO ROLNE Stefaniuk Wojciech,23400.0
11541,GOSPODARSTWO ROLNE TOMASZ MARCHALEWSKI,10300.0
11542,GOSPODARSTWO ROLNE-FERMA DROBIU GIŻEWSKI PRZEMYSŁAW,27300.0
11543,GOURMAUD SELECTION,12700.0
11544,"GRAES 2009, S.L.",19500.0
11545,GRAFTECH FRANCE S.N.C,500016.4
11546,"GRANADA VAPOR Y ELECTRICIDAD, S.L.",125681318.0
11547,GRAND LYON LA MÉTROPOLE,0.000267
11548,"GRANGERS UNITS B.A., SL",14300.0
11549,"GRANGES AYATS, C.B.",14100.0
11550,"GRANGES DUCH, S.L.",65900.0
11551,GRANGES GERMANS LLAURADO FERRE SCP,38500.0
11552,"GRANGES L'ARTIGA, SL",12400.0
11553,"GRANGES ROVIRA, SL",13500.0
11554,"GRANGES TERRAGRISA, S.L.U.",299300.0
11555,"GRANJA  DOS  HERMANAS, S.A.",489600.0
11556,"GRANJA AGAS, S.A.",255100.0
11557,GRANJA AGROPECUARIA LA SARDERA SL,11600.0
11558,"GRANJA AGUDO, S.L.",20600.0
11559,"GRANJA ALTISENT, S.C.P.",10600.0
11560,"GRANJA ANCLA, S.L.",16700.0
11561,GRANJA ANGERA MUÑOZ S.L.,11200.0
11562,"GRANJA ARCADI, S.L.",32600.0
11563,GRANJA AVICOLA ESPINET,44800.0
11564,"GRANJA AVÍCOLA C. PADRINO, S.A.",73300.0
11565,"GRANJA AVÍCOLA CONEJERO, S.L.",14000.0
11566,"GRANJA AVÍCOLA EL ÁNGEL, S.L.",103700.0
11567,GRANJA AVÍCOLA GALLEGO S.L.,24000.0
11568,GRANJA AVÍCOLA SAN ANTONIO S.L.,105800.0
11569,GRANJA BAILON S.L.,191100.0
11570,"GRANJA BARRIONUEVO, S.C.",14300.0
11571,"GRANJA BELASCOAIN, S.L.",42700.0
11572,"GRANJA BELINCHON, S. L.",22200.0
11573,"GRANJA BERLANGUILLA, S.A.",22500.0
11574,"GRANJA BONELLS, SL",20400.0
11575,"GRANJA BOVERALS, C.B.",13300.0
11576,GRANJA BUENAVISTA DEL JARAL S.L.,11700.0
11577,"GRANJA CAMPOMAYOR, S.L.",207900.0
11578,"GRANJA CANALES, C.B.",27000.0
11579,"GRANJA COMORERA, S.L.",17500.0
11580,"GRANJA CORVILLANOS, S.L.",12700.0
11581,GRANJA CUARTOCHICO S.L.,17600.0
11582,GRANJA DANIEL,14400.0
11583,"GRANJA DE CERDOS HIJOS DE FELIPE SERNA, S.L.",14900.0
11584,GRANJA DEL DUERO S.L.,12000.0
11585,GRANJA EL ABANICO S.L.,21800.0
11586,"GRANJA EL ALMENDRAL, S.L.",26300.0
11587,"GRANJA EL CENTELLE, S.L.",17800.0
11588,"GRANJA EL CRÍO, S.L.",16300.0
11589,GRANJA EL CUBILAR S.C,18000.0
11590,"GRANJA EL NIÑO DEL CACHETE, S.L.",15900.0
11591,"GRANJA EL SASO, S.L.",20200.0
11592,GRANJA EL TORRENTÍ,34700.0
11593,"GRANJA ELS PLANELLS, SCP",21000.0
11594,"GRANJA ESCODA, SL",14300.0
11595,GRANJA FORTUNA,12700.0
11596,"GRANJA FRAUCA SOLSONA, SL",17200.0
11597,"GRANJA GERMANS MASIP, SCP",28300.0
11598,GRANJA GIL GONZALEZ,10500.0
11599,GRANJA LA AMISTAD CB,21800.0
11600,"GRANJA LA CAÑADA, S.L.",11100.0
11601,GRANJA LA GUINDALERA,10900.0
11602,GRANJA LA SALUD S.L.,10400.0
11603,"GRANJA LA SILLETA, S.L.",10100.0
11604,GRANJA LA VELA S.C.,17800.0
11605,"GRANJA LA VIÑA EL CHARRO, S.L.",15800.0
11606,"GRANJA LAGARPOR, S.L.",15600.0
11607,"GRANJA LAS NUBES, S.L.",10900.0
11608,"GRANJA LASERNA, S.A.",33300.0
11609,"GRANJA LEGARIA, S.A.",71200.0
11610,"GRANJA LES OLIVES, S.L.",11200.0
11611,"GRANJA LIZALGON, S.L.",15000.0
11612,"GRANJA LOS ALCORES, S.L.",137600.0
11613,GRANJA LOS ALECOS - ZUÑIGA,116200.0
11614,"GRANJA LOS MELLIZOS, S.L.",15800.0
11615,GRANJA LOS MONEGROS,12600.0
11616,"GRANJA LOS PALOMOS, T.C.",11200.0
11617,GRANJA LUIS BAEZA,59300.0
11618,"GRANJA MALON FERNANDEZ, S.L.",10500.0
11619,"GRANJA MARIA ISABEL CAMEROS BENEDICTO, S.L.",17400.0
11620,GRANJA MARIANGEL S.L.,15000.0
11621,"GRANJA MONTE ENCINAR, S.L",13500.0
11622,GRANJA MONTEOLIVETE SL,12300.0
11623,"GRANJA NUESTRA SEÑORA DEL PILAR, S.L.",50000.0
11624,GRANJA ORTEGA S.C.P.,15000.0
11625,"GRANJA OVIMAR, S.A",108000.0
11626,GRANJA OÑATE S.A.,14000.0
11627,"GRANJA PARRACOLL, S.C.C.L.",51000.0
11628,GRANJA PINILLA S.L,339500.0
11629,GRANJA PINSEQUE,11000.0
11630,"GRANJA PORCINA SAN JUAN, S. L.",16500.0
11631,GRANJA PUYZARRALLA,27600.0
11632,"GRANJA QUINTANAS DE GORMAZ, S.L.",16400.0
11633,GRANJA REBOJIM,15700.0
11634,"GRANJA RODRÍGUEZ, S.L.",12900.0
11635,"GRANJA ROSINACH, S.C.C.L.",46600.0
11636,GRANJA RUALMAR,35300.0
11637,"GRANJA RUJAMAR, S.L.",501100.0
11638,"GRANJA SAN ANTONIO, S.L.",17200.0
11639,"GRANJA SAN ROMÁN, S.L.",51700.0
11640,"GRANJA SANTAELLA, S.L.",23400.0
11641,GRANJA SICHAR SL,14300.0
11642,"GRANJA SOTOBA, S.C",22700.0
11643,GRANJA TATXE SCP,20900.0
11644,"GRANJA TIERZA, S.L.",11000.0
11645,GRANJA TORREMIRA S.L.,13900.0
11646,GRANJA VALSECA S.L.,18800.0
11647,"GRANJA VILLANUEVA, S.A.",93700.0
11648,GRANJA VIRGEN DEL ROSARIO S.L.,236000.0
11649,GRANJAS CABALLERO S.L,12500.0
11650,GRANJAS CANTOS BLANCOS S.A.,50600.0
11651,"GRANJAS CANTOS BLANCOS SUR, S.L.",176300.0
11652,"GRANJAS COFÍN, S.C,",10600.0
11653,GRANJAS DULCESOL,12700.0
11654,GRANJAS EN RENTA,11900.0
11655,"GRANJAS FERRÉ, S.L.",23800.0
11656,"GRANJAS INIESTA, S.C.L.",56500.0
11657,GRANJAS LORENZO,13200.0
11658,"GRANJAS MARIA JESÚS, S.C.L.",12900.0
11659,GRANJAS MARINOS S.L.,21300.0
11660,"GRANJAS MISANPA, S.L.",50500.0
11661,"GRANJAS PRIO, S.L.",64700.0
11662,"GRANJAS PUJADAS, S.A.",13800.0
11663,GRANJAS SAGREDO,57600.0
11664,"GRANJAS SEGURA, S.A.",11800.0
11665,"GRANJAS ZAS, SL",32000.0
11666,GRANXA A XESTEIRA,32100.0
11667,GRAÑEN 21,39100.0
11668,"GREEN RB CAPITAL PARTNERS, S.L. (FUNTAM)",32.8
11669,"GREGORI SALSE, SCP",25200.0
11670,GREGORIO JIMÉNEZ GRANADOS,23400.0
11671,GREGORIO PEREZ Y OTROS C.B,22700.0
11672,GRENOBLE-ALPES METROPOLE,167000000.000349
11673,GRES ACUEDUCTO,20500.0
11674,"GRL GANADERA, SL",15800.0
11675,GRTGAZ,107074000.0
11676,GRUCA MURO SLU,28100.0
11677,"GRUGABER, S.L.",22400.0
11678,"GRUP BAUCELLS ALIMENTACIÓ, SA",13200.0
11679,"GRUP BAUCELLS ALIMENTACIÓ, SL",21400.0
11680,GRUP TMK,1940.0
11681,GRUPA PRODUCENTÓW ROLNYCH PIAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,13000.0
11682,GRUPA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ BROMARGO FERMY SPÓŁKA KOMANDYTOWA,10500.0
11683,"GRUPO ALTOPASO, S.L.",23200.0
11684,"GRUPO AVÍCOLA LA CRESTA, S.L.",167500.0
11685,GRUPO EMPRESARIAL FAMILIA PÉREZ S.L,14200.0
11686,"GRUPO EMPRESARIAL PALACIOS ALIMENTACIÓN, S.A",873000.0
11687,"GRUPO PREMIER PIGS, SL",78000.0
11688,GSD PIG Kft.,64900.0
11689,GTS Flexible Materials Ltd,1930.0
11690,GUARA EXPLOTACIONES PORCINAS S.L.,13000.0
11691,GUARDIAN INDUSTRIES NAVARRA S.L.U.,123550177.4
11692,"GUARDIAN LLODIO UNO, S.L.",109485000.0
11693,GUERBET,127000.0
11694,GUISSAURAY,12100.0
11695,"GUMOTEX coating, s.r.o.",185433.0
11696,GUNVOR PETROLEUM ANTWERPEN,471772075.9
11697,GURDEBEKE S.A.,484000.0
11698,GUSTAVO MURIEL ORTEGA,21200.0
11699,GUSTAVO VIÑÉ TORCA,15000.0
11700,GUTIÉRREZ EXPORCI,27300.0
11701,GW Padley Poultry Ltd,44331.719999999994
11702,GW Woolhouse & Sons Ltd,17589.0
11703,GYPASA,20600.0
11704,Galisz Galvanizáló Ipari és Szolgáltató Szövetkezet,307.0
11705,Gallen Attila,26000.0
11706,Gallitét Kft.,29700.0
11707,Gallus Kft.,74100.0
11708,Gallus-Bársonyos Kft.,398900.0
11709,"Galvanoplast Fischer Bohemia, s.r.o.",205.0
11710,Galway County Council,743747.0
11711,Garrod; Garrod,11313.09
11712,Gelleråsen Lantbruk AB,11100.0
11713,Genbrugsplads Øst,306570.0
11714,General Motors,101000.0
11715,Georgios Pantziaros Farming Company Ltd,14500.0
11716,Germany Farms Limited,398115.0
11717,Gibbs Die Casting Co,90.1
11718,Givaudan SA,12500118.0
11719,Glasgow City Council,1573010.7
11720,Glaxo Operations UK Limited,8123.88
11721,Glazura s.r.o.,83943.451
11722,Glen of Aherlow Pig Producers Co-Op Society Limited,116906.0
11723,Glenbeg Poultry Limited,11533.2
11724,Glencore Agriculture Czech s.r.o.,189637.454
11725,Glenrath Farms Limited,80300.0
11726,Glud & Marstrand A/S,8913572.0
11727,Goldfood Kereskedő és Szolgáltató Kft.,44200.0
11728,"Golgot, spol. s r.o.",1441.0
11729,Gospdarstwo Rolne Ferma Drobiu Tarnowa Iwona Siejek,17400.0
11730,Gospodarstwo Rolne,14800.0
11731,Gospodarstwo Rolne Adam  Dyszer Grabowo Kościerskie,29600.0
11732,Gospodarstwo Rolne Andrzej Pacześny,16300.0
11733,Gospodarstwo Rolne Bartosz Sobolewski,15600.0
11734,"Gospodarstwo Rolne Ferma Trzody Jan Gul, Paweł Święcicki",28300.0
11735,Gospodarstwo Rolne Izabela i Kazimierz Frischke,13700.0
11736,Gospodarstwo Rolne Jacek Kowalczyk,12800.0
11737,Gospodarstwo Rolne Jan Pawlak,17000.0
11738,Gospodarstwo Rolne Konstantowo Sp. z o.o.,16700.0
11739,Gospodarstwo Rolne Michał Święcicki,27900.0
11740,Gospodarstwo Rolne Nowiński Andrzej,22200.0
11741,Gospodarstwo Rolne Roman Jerzykiewicz,39800.0
11742,Gospodarstwo Rolne Zima Darosław,20700.0
11743,Gospodarstwo Rolne Zofia Koźlakiewicz,43800.0
11744,Gospodarstwo Rolne Ślesicki Tomasz,11300.0
11745,Gospodarstwo Rolno-Drobiarskie Henryk Urszula Weychan,15600.0
11746,Gospodarstwo Specjalistyczne Hodowla Drobiu Szymon Frischke,29100.0
11747,Gospodasrtwo Rolne Tomasz Michalczyk,11200.0
11748,Grampian Country Chickens (Rearing) Limited,10100.0
11749,Grangemouth CHP Limited,641414000.0
11750,Great Ness Poultry Limited,11560.0
11751,Green,12031.0
11752,Green 2000 Kft.,207100.0
11753,Green Label Poultry Limited,65162.0
11754,Greencore Prepared Meals Limited,116.0
11755,Greencore Prepared Meals Ltd,170.0
11756,Grep1 Limited,248592790.0
11757,Groupe Lhoist,419248000.0
11758,Groz-Beckert Czech s.r.o.,1856.0
11759,Grundfos A/S,687777.0
11760,Grundon Waste Management Limited,369039.7
11761,Grupa Azoty Spółka Akcyjna,997396000.000145
11762,"Grupa Azoty Zakłady Azotowe ""Puławy"" S.A.",1855262829.6
11763,Grupa Azoty Zakłady Azotowe Kędzierzyn Spółka Akcyjna,898685100.0
11764,"Grupa Azoty Zakłady Chemiczne ""POLICE"" SA",1000757000.0
11765,Grupa LOTOS S.A.,1761559180.0
11766,Grupa Ożarów S.A.,2212764120.4
11767,Grupa Żywiec S.A.,4.17
11768,Gryaab AB,174600.0
11769,Grót Broyler Kft,21300.0
11770,Grót-Broyler Kft.,190000.0
11771,Guardian Industries,593000.0
11772,Guardian Industries UK Ltd,282810600.0
11773,Gwynedd Council,1.2
11774,Gyermelyi Holding Zártkörűen Működő Részvénytársaság,94800.0
11775,Gyermelyi Tojás Kft.,142000.0
11776,GÅRDEJER BJARNE ROHDE,10112.0
11777,GÅRDEJER H P PINDSTRUP,11632.0
11778,GÅRDEJER NIELS ÅGE VIRENFELDT NØRAGER,14310.0
11779,GÓMEZ DIES PRODUCCIONES AGROPECUARIAS,32600.0
11780,GÓMEZ DORADO S.A.T. 6118,10600.0
11781,"GÓMEZ GÓMEZ CESÁREO Y TRES MÁS, S.C.",38300.0
11782,Gästrike Avfallshantering AB,143000.0
11783,Gävle Kraftvärme AB,113000000.0
11784,Gårdejer Kjeld Andersen,12295.0
11785,Górażdże Cement S.A.,2893733043.2999997
11786,Göcsej-Pig Kft.,22100.0
11787,Göteborg Energi AB,541570000.0
11788,H J Enthoven and Sons,117000.00025
11789,H N K OPDRÆT ApS,16375.0
11790,H R Edwards & Son,13880.0
11791,H Timmis (Farms) Limited,10200.0
11792,H&C Blaken & Son Limited,22960.0
11793,H. Lundbeck A/S,2539000.0
11794,H.Barker & Sons,19055.0
11795,H.C. Ørsted Værket,174021136.567
11796,HADITON 2002 SRL,12900.0
11797,HAGE Hajdúsági Agráripari Zártkörűen Működő Részvénytársaság,41100.0
11798,HALADÁS Mezőgazdasági Zártkörűen Működő Részvénytársaság,17100.0
11799,HALTON PIGS LTD,10654.0
11800,HALYPS BUILDING MATERIALS S.A.,253667375.80017
11801,HAMMEL FJERNVARME A M B A,70273.71
11802,HANNA I MARCIN ŚLIWIŃSCY SPÓŁKA JAWNA,16300.0
11803,"HAPE 1001, S.L.",12600.0
11804,HBIS GROUP Serbia Iron and Steel doo Beograd,531000.0
11805,HBL FARMY s.r.o.,37778.154
11806,HDROS. CERAMICA SAMPEDRO S.A,13500.0
11807,HEBRON SA,228000.0
11808,HEIDELBERGCEMENT ROMANIA SA,2118323223.1
11809,HEINEKEN ENTREPRISE,1.19
11810,HELLENIC PETROLEUM S.A.,3373568250.2
11811,"HELOVI ALASTRUEY, S.L.",11200.0
11812,"HENDRIX GENETICS, S.A.",25000.0
11813,HEP-PROIZVODNJA d.o.o.,2406721200.0
11814,HERA TRATESA S.A.U.,10601000.0
11815,HERDEMÓN S.L.,16400.0
11816,HERGAPOR,20500.0
11817,HERLALLA GANADERA S.L.U,48000.0
11818,HERMANOS ALEGRE S.C.,10200.0
11819,HERMANOS ALEGRE SALCEDO SC,10400.0
11820,HERMANOS ALONSO CANO C.B.,20900.0
11821,"HERMANOS ARAZO VALERO,SC.",10300.0
11822,"HERMANOS ARNAU FUERTES, S.L.",10300.0
11823,"HERMANOS ARROYO ZAPATA, S.L.",19000.0
11824,HERMANOS BERNAL PALAU,16400.0
11825,HERMANOS BIELSA SC,11100.0
11826,"HERMANOS BORJABAD GAÑÁN, S.L.",22600.0
11827,"HERMANOS CACHO MAYOR, S.C.",13700.0
11828,"HERMANOS CAMPOS, S.C.",10400.0
11829,"HERMANOS CORONA, S.C.",35500.0
11830,"HERMANOS DE PABLO ARRIBAS, S.L.",97600.0
11831,HERMANOS ESTEBAN IZQUIERDO S.L.,19800.0
11832,"HERMANOS GIL LOPEZ, S.C.",10900.0
11833,"HERMANOS LABAJOS PORTELA, S.L.",32800.0
11834,"HERMANOS MARTEL, S.C.",22600.0
11835,HERMANOS MATAS DE HUERTA S.L.,260300.0
11836,"HERMANOS MOLINERO JIMENEZ,CB",19100.0
11837,HERMANOS MORA BITRIAN C.B.,10400.0
11838,"HERMANOS OBLANCA, S.L.",48700.0
11839,"HERMANOS PAGÁN SAURA, CB",14500.0
11840,"HERMANOS PAREJA VARGAS, S.C.",14400.0
11841,"HERMANOS PIÑOL RAMÓN,S.C.",10500.0
11842,HERMANOS PUEYO ARANDA,13000.0
11843,"HERMANOS RIBES MARAVILLA, S.C.V.L.",89100.0
11844,"HERMANOS SASTRE SANTOS, S. CIVIL",16400.0
11845,HERMANOS VENTURA MIRÓN S.C.,26100.0
11846,"HERMANOS VERDUGO VEGA, S.C.",19100.0
11847,HERMANOS VILLAR HERNANDEZ S.L.,180100.0
11848,HERMANOS ZAPATER S.C.,11500.0
11849,HERMATER 99 S.L.,24200.0
11850,"HERNÁNDEZ YÁÑEZ, C.B.",18300.0
11851,"HERRERO ARÉVALO, S.L.",41900.0
11852,HERRERO BERNUZ,16100.0
11853,HERRERO Y CECILIA S.L.,15900.0
11854,HERVE LE GAC,208000.0
11855,HERVEIC,10200.0
11856,"HERVI652 CAT, SAT",14800.0
11857,HEXCEL COMPOSITES,108370.0
11858,HEXCEL FIBERS,337.0
11859,"HEXCEL FIBERS, S.L.",1310.0
11860,"HIBRIDOS DEL MONCAYO, S.L.",15500.0
11861,"HIDALGO NAVARRO GANADEROS, S.L.",19800.0
11862,"HIERROS Y MALLAS DE ALMARGEN, S.L.",34900.0
11863,HIGINIO SÁNCHEZ GARCÍA,13600.0
11864,"HIJOS DE ATILANO SAMPEDRO, S.L",29900.0
11865,HKScan Estonia AS,110300.0
11866,HME BRASS FRANCE,733.0
11867,HNOS FLORES S.C.,10900.0
11868,"HNOS PECIÑA ESTEBAN, S.L.",32700.0
11869,HNOS VIÑUALES S.C.,10400.0
11870,"HNOS. GONZÁLEZ ATIENZA PRODUCCIÓN, S.L.",20700.0
11871,"HNOS. LAMARCA, S.C.",16600.0
11872,HNOS. PUEO BUIL S.C.,14100.0
11873,HNOS. SALVADOR,16000.0
11874,"HNOS. SANZ MEDRANO, S.L",27500.0
11875,"HNOS. SÁNCHEZ TOMÉ, S.L",18100.0
11876,"HNOS. VILLAGRA GARCÍA, S.C",17100.0
11877,HOFOR Amagerværket,1278429.9
11878,HOLCIM  (Romania) SA,1054054250.0
11879,HOLCIM HAUT-RHIN,260414170.0
11880,HOLCIM ROMANIA SA,1046018000.0
11881,"HOLPORCI, S.L.",13400.0
11882,HOMANIT KROSNO ODRZAŃSKIE Sp. z o.o.,430000.0
11883,HOMOLÓGIA Kft,14700.0
11884,"HOSTAL DEL VENT, SL",22800.0
11885,HRVATSKA INDUSTRIJA ŠEĆERA dioničko društvo za proizvodnju i trgovinu,220000.0
11886,HT-Agro Kft.,56700.0
11887,HTS (HACER TRAITEMENTS DE SURFACE),2120.0
11888,HUBERT FRANÇOIS / NCA,17900.0
11889,HUESCA TRIS S. CV.,11900.0
11890,"HUEVOS ALTO TURIA, S.A.",66300.0
11891,"HUEVOS CAPI, S.L.",36600.0
11892,HUEVOS DEL CAMPO,46600.0
11893,"HUEVOS GUILLÉN NAVARRA, S.L.",11200.0
11894,HUEVOS LEÓN S.L.,56800.0
11895,"HUEVOS MONTERDE, SLU",27800.0
11896,"HULLERAS DEL NORTE, S.A. (HUNOSA)",343793610.2
11897,HUTCHINSON PAULSTRA,7320000.0
11898,HUTCHINSON SNC,31800.0
11899,HYDROGEOLOGIE CHRUDIM spol. s r.o.,967.0
11900,HYPOR FRANCE,30800.0
11901,Habar Halásztelki Baromfinevelő Kft.,128400.0
11902,Hage Hajdúsági Agráripari Zrt,324300.0
11903,Hage Hajdúsági Agráripari Zrt.,49100.0
11904,Hageby Lantbruk AB,12600.0
11905,Hajdučica ad,18000.0
11906,Hajdúböszörményi Mezőgazdasági Zrt.,19900.0
11907,Hajdúdorogi Bocskai Sertéstenyésztő Kft.,18900.0
11908,Haladás Plus Kft.,14100.0
11909,Haldor Topsøe A/S,39252600.0
11910,Hall; Hall; Hall,30022.31
11911,Hallumgade Invest ApS,12096.0
11912,Halmstads Energi och Miljö AB,309105000.0
11913,Haltermann Carless UK Limited,344218.0
11914,Hanrahan Farms Limited,181848.6
11915,Hans Jakob Sørensen,16244.0
11916,Hans Rauff Hansen,16666.0
11917,Hans Vestergaard Boesen,10377.0
11918,Hantó Csirkefarm Kft.,18200.0
11919,Hanácká zemědělská společnost Jevíčko a.s.,15718.0
11920,Harald A T Madsen,13947.0
11921,Hardfarm Kft.,16900.0
11922,Harold W Smart & Son Limited,31230.0
11923,Harp International Ltd,515.9
11924,Harrison,11900.0
11925,Harvest Lodge Pigs Limited,10145.8
11926,Harvey Farms (Winterbourne) Limited,23535.0
11927,Havlíčkova Borová zemědělská a.s.,12184.36
11928,Hawkes Limited,51222.0
11929,Hawkes Ltd,61830.0
11930,Hay,70729.0
11931,He-Po Kacsa Kft.,127000.0
11932,Heath; Heath,11829.0
11933,Hedeland Deponi ARGO I/S,3020700.0
11934,Hegyhát Br. Kft.,370000.0
11935,Helen Oy,3187253003.5566998
11936,"Helsingin seudun ympäristöpalvelut -kuntayhtymä, HSY",44900.0
11937,Her-Csi-Hús Kft.,134900.0
11938,Hercegszántói Mezőgazdasági Zrt.,12500.0
11939,Hermitage Pedigree Pigs,131694.0
11940,Hesapork Oy,12300.0
11941,Hexcel Composites Limited,82000.0
11942,Hidráns Kft.,31500.0
11943,Highfield Environmental Limited,2061159.4
11944,Hill - Top Poultry Limited,10243.6
11945,Hill and Smith plc,466.0
11946,Hillerød Kraftvarmeværk hestehavevej,51826.881
11947,Hillfairs,10801.0
11948,Hills Waste Solutions Limited,1657166.57
11949,Hillside Poultry Limited,10356.7
11950,Himley Environmental Limited,248000.0
11951,Hinnu Seafarm OÜ,20300.0
11952,Hipol a.d. - Odžaci u stečaju,138000.0
11953,Hobill,17024.0
11954,Hocknell,10148.0
